ASV_names	barcode07	barcode08	barcode09	barcode10	barcode11	barcode12
ASV426	0	236	0	0	0	0
ASV427	0	0	236	0	0	0
ASV428	0	0	0	0	0	235
ASV429	0	0	234	0	0	0
ASV430	233	0	0	0	0	0
ASV431	0	0	232	0	0	0
ASV432	0	0	0	231	0	0
ASV433	0	0	0	0	0	231
ASV434	0	0	228	0	0	0
ASV435	0	0	0	0	0	228
ASV436	0	0	0	0	0	228
ASV437	92	0	135	0	0	0
ASV438	227	0	0	0	0	0
ASV439	0	226	0	0	0	0
ASV440	0	0	0	0	226	0
ASV441	0	225	0	0	0	0
ASV442	0	0	0	0	0	224
ASV443	0	0	0	0	0	224
ASV444	0	0	0	223	0	0
ASV445	222	0	0	0	0	0
ASV446	0	0	0	0	220	0
ASV447	0	0	0	0	218	0
ASV448	0	0	0	0	0	217
ASV449	0	0	0	0	0	216
ASV450	0	0	0	0	0	213
ASV451	211	0	0	0	0	0
ASV452	0	0	0	0	209	0
ASV453	0	0	0	208	0	0
ASV454	0	0	0	0	0	207
ASV455	0	0	0	0	0	207
ASV456	0	0	0	0	0	202
ASV457	0	0	0	0	0	201
ASV458	0	0	0	0	0	200
ASV459	0	199	0	0	0	0
ASV460	195	0	0	0	0	0
ASV461	0	195	0	0	0	0
ASV462	0	0	0	0	195	0
ASV463	0	0	0	194	0	0
ASV464	0	0	0	0	194	0
ASV465	0	0	0	193	0	0
ASV466	0	0	0	0	0	193
ASV467	0	0	0	192	0	0
ASV468	0	0	0	192	0	0
ASV469	191	0	0	0	0	0
ASV470	0	0	0	191	0	0
ASV471	0	0	0	0	191	0
ASV472	0	0	0	0	190	0
ASV473	0	0	189	0	0	0
ASV474	0	0	0	188	0	0
ASV475	187	0	0	0	0	0
ASV476	0	0	0	184	0	0
ASV477	0	0	0	0	184	0
ASV478	0	0	0	183	0	0
ASV479	0	0	0	0	0	183
ASV480	0	0	0	0	0	182
ASV481	0	0	181	0	0	0
ASV482	0	0	0	0	180	0
ASV483	179	0	0	0	0	0
ASV484	178	0	0	0	0	0
ASV485	0	177	0	0	0	0
ASV486	176	0	0	0	0	0
ASV487	0	0	0	176	0	0
ASV488	84	0	0	0	91	0
ASV489	175	0	0	0	0	0
ASV490	0	175	0	0	0	0
ASV491	0	174	0	0	0	0
ASV492	0	0	0	0	174	0
ASV493	173	0	0	0	0	0
ASV494	0	0	0	0	0	172
ASV495	0	0	0	0	0	172
ASV496	171	0	0	0	0	0
ASV497	0	0	0	171	0	0
ASV498	0	0	0	0	171	0
ASV499	0	0	0	0	169	0
ASV500	0	0	0	0	168	0
ASV501	0	0	0	165	0	0
ASV502	0	0	0	0	164	0
ASV503	162	0	0	0	0	0
ASV504	0	0	0	0	162	0
ASV505	0	161	0	0	0	0
ASV506	0	0	0	0	0	160
ASV507	0	0	0	0	0	160
ASV508	0	0	0	0	0	159
ASV509	0	158	0	0	0	0
ASV510	0	0	0	0	158	0
ASV511	0	0	0	0	0	158
ASV512	0	0	0	157	0	0
ASV513	0	156	0	0	0	0
ASV514	0	156	0	0	0	0
ASV515	0	156	0	0	0	0
ASV516	0	0	0	155	0	0
ASV517	0	0	0	155	0	0
ASV518	0	0	0	0	154	0
ASV519	0	153	0	0	0	0
ASV520	0	0	0	0	153	0
ASV521	0	151	0	0	0	0
ASV522	0	150	0	0	0	0
ASV523	0	0	0	0	149	0
ASV524	0	147	0	0	0	0
ASV525	0	147	0	0	0	0
ASV526	0	147	0	0	0	0
ASV527	0	0	0	147	0	0
ASV528	0	0	0	0	147	0
ASV529	0	0	0	0	146	0
ASV530	0	0	0	0	145	0
ASV531	0	144	0	0	0	0
ASV532	0	0	144	0	0	0
ASV533	0	143	0	0	0	0
ASV534	142	0	0	0	0	0
ASV535	141	0	0	0	0	0
ASV536	0	0	0	0	141	0
ASV537	0	0	0	0	141	0
ASV538	140	0	0	0	0	0
ASV539	140	0	0	0	0	0
ASV540	0	0	0	140	0	0
ASV541	0	0	0	0	140	0
ASV542	0	0	0	0	139	0
ASV543	138	0	0	0	0	0
ASV544	137	0	0	0	0	0
ASV545	0	0	0	137	0	0
ASV546	0	0	0	137	0	0
ASV547	136	0	0	0	0	0
ASV548	0	136	0	0	0	0
ASV549	0	0	0	0	136	0
ASV550	135	0	0	0	0	0
ASV551	0	0	134	0	0	0
ASV552	0	0	0	0	134	0
ASV553	133	0	0	0	0	0
ASV554	131	0	0	0	0	0
ASV555	131	0	0	0	0	0
ASV556	131	0	0	0	0	0
ASV557	131	0	0	0	0	0
ASV558	131	0	0	0	0	0
ASV559	0	131	0	0	0	0
ASV560	0	131	0	0	0	0
ASV561	0	0	0	0	131	0
ASV562	0	0	0	0	129	0
ASV563	0	0	0	0	0	129
ASV564	0	0	127	0	0	0
ASV565	0	0	0	0	127	0
ASV566	0	0	0	0	0	127
ASV567	126	0	0	0	0	0
ASV568	0	0	0	0	126	0
ASV569	125	0	0	0	0	0
ASV570	124	0	0	0	0	0
ASV571	0	124	0	0	0	0
ASV572	123	0	0	0	0	0
ASV573	0	0	0	0	123	0
ASV574	122	0	0	0	0	0
ASV575	0	122	0	0	0	0
ASV576	0	0	0	122	0	0
ASV577	0	0	0	0	122	0
ASV578	120	0	0	0	0	0
ASV579	0	0	0	119	0	0
ASV580	0	0	0	119	0	0
ASV581	117	0	0	0	0	0
ASV582	0	0	117	0	0	0
ASV583	0	0	0	117	0	0
ASV584	0	0	116	0	0	0
ASV585	0	0	116	0	0	0
ASV586	0	0	0	0	116	0
ASV587	0	0	0	0	116	0
ASV588	0	115	0	0	0	0
ASV589	0	0	115	0	0	0
ASV590	0	0	0	114	0	0
ASV591	0	0	0	114	0	0
ASV592	0	0	0	0	114	0
ASV593	0	0	0	0	113	0
ASV594	0	0	112	0	0	0
ASV595	0	0	0	0	112	0
ASV596	111	0	0	0	0	0
ASV597	0	0	0	111	0	0
ASV598	0	0	0	0	0	110
ASV599	0	0	0	0	109	0
ASV600	0	0	0	108	0	0
ASV601	0	107	0	0	0	0
ASV602	0	107	0	0	0	0
ASV603	0	0	0	107	0	0
ASV604	0	0	0	0	107	0
ASV605	0	0	0	0	107	0
ASV606	106	0	0	0	0	0
ASV607	0	0	106	0	0	0
ASV608	0	0	0	106	0	0
ASV609	0	0	0	106	0	0
ASV610	0	105	0	0	0	0
ASV611	0	0	105	0	0	0
ASV612	0	0	105	0	0	0
ASV613	0	0	0	0	0	105
ASV614	0	0	0	0	104	0
ASV615	0	0	0	0	103	0
ASV616	102	0	0	0	0	0
ASV617	0	0	102	0	0	0
ASV618	0	0	0	0	102	0
ASV619	101	0	0	0	0	0
ASV620	0	0	0	101	0	0
ASV621	0	0	0	0	101	0
ASV622	0	0	0	0	101	0
ASV623	0	100	0	0	0	0
ASV624	0	0	100	0	0	0
ASV625	0	0	0	100	0	0
ASV626	0	0	0	0	0	100
ASV627	0	0	0	0	0	100
ASV628	99	0	0	0	0	0
ASV629	0	0	99	0	0	0
ASV630	0	0	0	99	0	0
ASV631	0	98	0	0	0	0
ASV632	0	0	98	0	0	0
ASV633	0	0	0	0	98	0
ASV634	0	0	0	0	0	98
ASV635	0	0	0	0	97	0
ASV636	0	0	0	0	97	0
ASV637	0	0	0	0	0	97
ASV638	96	0	0	0	0	0
ASV639	96	0	0	0	0	0
ASV640	0	96	0	0	0	0
ASV641	0	0	0	0	96	0
ASV642	95	0	0	0	0	0
ASV643	0	95	0	0	0	0
ASV644	0	0	0	0	95	0
ASV645	94	0	0	0	0	0
ASV646	0	94	0	0	0	0
ASV647	0	0	0	94	0	0
ASV648	0	0	0	0	94	0
ASV649	0	93	0	0	0	0
ASV650	92	0	0	0	0	0
ASV651	0	92	0	0	0	0
ASV652	0	0	0	0	92	0
ASV653	0	0	0	0	92	0
ASV654	0	0	0	0	0	92
ASV655	0	0	0	0	91	0
ASV656	0	0	0	0	0	91
ASV657	90	0	0	0	0	0
ASV658	90	0	0	0	0	0
ASV659	0	90	0	0	0	0
ASV660	0	0	90	0	0	0
ASV661	0	89	0	0	0	0
ASV662	0	89	0	0	0	0
ASV663	0	89	0	0	0	0
ASV664	0	0	0	89	0	0
ASV665	0	0	0	0	89	0
ASV666	0	0	88	0	0	0
ASV667	0	0	0	0	88	0
ASV668	0	87	0	0	0	0
ASV669	0	0	0	0	87	0
ASV670	0	0	86	0	0	0
ASV671	0	0	0	0	86	0
ASV672	85	0	0	0	0	0
ASV673	0	85	0	0	0	0
ASV674	0	0	0	0	85	0
ASV675	0	0	0	0	85	0
ASV676	0	0	0	0	85	0
ASV677	84	0	0	0	0	0
ASV678	83	0	0	0	0	0
ASV679	81	0	0	0	0	0
ASV680	0	81	0	0	0	0
ASV681	0	81	0	0	0	0
ASV682	0	0	0	0	81	0
ASV683	0	80	0	0	0	0
ASV684	0	80	0	0	0	0
ASV685	0	0	0	80	0	0
ASV686	79	0	0	0	0	0
ASV687	0	79	0	0	0	0
ASV688	0	0	0	0	79	0
ASV689	0	0	0	0	0	79
ASV690	78	0	0	0	0	0
ASV691	0	78	0	0	0	0
ASV692	0	0	0	0	0	78
ASV693	0	0	0	0	77	0
ASV694	76	0	0	0	0	0
ASV695	0	0	76	0	0	0
ASV696	75	0	0	0	0	0
ASV697	0	0	0	0	75	0
ASV698	0	0	0	0	74	0
ASV699	0	0	0	0	74	0
ASV700	0	0	0	0	0	74
ASV701	73	0	0	0	0	0
ASV702	0	0	0	0	0	73
ASV703	0	72	0	0	0	0
ASV704	0	72	0	0	0	0
ASV705	0	0	0	0	0	72
ASV706	0	0	0	0	70	0
ASV707	0	0	0	0	70	0
ASV708	0	0	0	0	69	0
ASV709	68	0	0	0	0	0
ASV710	68	0	0	0	0	0
ASV711	0	0	68	0	0	0
ASV712	0	0	0	68	0	0
ASV713	0	0	67	0	0	0
ASV714	0	0	0	0	67	0
ASV715	0	66	0	0	0	0
ASV716	0	0	0	0	0	66
ASV717	65	0	0	0	0	0
ASV718	65	0	0	0	0	0
ASV719	0	0	0	0	65	0
ASV720	0	0	0	0	64	0
ASV721	0	0	0	0	64	0
ASV722	63	0	0	0	0	0
ASV723	0	0	0	0	63	0
ASV724	0	0	0	0	0	63
ASV725	62	0	0	0	0	0
ASV726	61	0	0	0	0	0
ASV727	0	61	0	0	0	0
ASV728	0	0	0	61	0	0
ASV729	0	0	0	0	0	61
ASV730	60	0	0	0	0	0
ASV731	60	0	0	0	0	0
ASV732	0	59	0	0	0	0
ASV733	0	59	0	0	0	0
ASV734	0	59	0	0	0	0
ASV735	0	0	59	0	0	0
ASV736	0	0	0	59	0	0
ASV737	0	0	0	0	59	0
ASV738	58	0	0	0	0	0
ASV739	33	0	0	0	25	0
ASV740	0	0	0	0	58	0
ASV741	57	0	0	0	0	0
ASV742	0	0	0	57	0	0
ASV743	56	0	0	0	0	0
ASV744	0	56	0	0	0	0
ASV745	0	0	56	0	0	0
ASV746	0	0	0	0	0	55
ASV747	0	54	0	0	0	0
ASV748	0	0	0	54	0	0
ASV749	0	0	0	0	54	0
ASV750	53	0	0	0	0	0
ASV751	0	0	53	0	0	0
ASV752	0	0	0	0	53	0
ASV753	0	0	0	0	53	0
ASV754	52	0	0	0	0	0
ASV755	0	0	52	0	0	0
ASV756	51	0	0	0	0	0
ASV757	0	51	0	0	0	0
ASV758	0	51	0	0	0	0
ASV759	50	0	0	0	0	0
ASV760	0	0	0	0	50	0
ASV761	0	0	0	0	50	0
ASV762	49	0	0	0	0	0
ASV763	49	0	0	0	0	0
ASV764	0	49	0	0	0	0
ASV765	0	0	0	49	0	0
ASV766	0	0	0	0	0	49
ASV767	48	0	0	0	0	0
ASV768	48	0	0	0	0	0
ASV769	0	48	0	0	0	0
ASV770	0	48	0	0	0	0
ASV771	0	48	0	0	0	0
ASV772	47	0	0	0	0	0
ASV773	0	47	0	0	0	0
ASV774	0	0	0	0	47	0
ASV775	0	46	0	0	0	0
ASV776	0	0	45	0	0	0
ASV777	0	0	45	0	0	0
ASV778	0	0	0	45	0	0
ASV779	0	0	0	45	0	0
ASV780	0	0	0	0	45	0
ASV781	0	0	0	0	44	0
ASV782	43	0	0	0	0	0
ASV783	0	43	0	0	0	0
ASV784	0	43	0	0	0	0
ASV785	0	0	0	42	0	0
ASV786	0	0	0	0	0	42
ASV787	0	41	0	0	0	0
ASV788	0	41	0	0	0	0
ASV789	0	0	0	0	41	0
ASV790	0	0	40	0	0	0
ASV791	0	0	40	0	0	0
ASV792	0	0	0	0	40	0
ASV793	0	0	0	0	40	0
ASV794	39	0	0	0	0	0
ASV795	0	0	39	0	0	0
ASV796	0	0	39	0	0	0
ASV797	0	0	0	39	0	0
ASV798	38	0	0	0	0	0
ASV799	38	0	0	0	0	0
ASV800	0	38	0	0	0	0
ASV801	0	0	38	0	0	0
ASV802	0	0	0	38	0	0
ASV803	0	0	0	0	38	0
ASV804	0	0	0	0	0	38
ASV805	0	0	0	0	37	0
ASV806	36	0	0	0	0	0
ASV807	0	0	36	0	0	0
