ASV_names	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV718	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV719	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV720	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV721	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV722	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV723	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV724	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV725	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV726	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV727	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	NA
ASV728	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Microbacter	NA
ASV729	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV730	NA	NA	NA	NA	NA	NA	NA
ASV731	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV732	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV733	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV734	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV735	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV736	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV737	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV738	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV739	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV740	Bacteria	NA	NA	NA	NA	NA	NA
ASV741	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV742	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV743	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV744	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Microbacter	NA
ASV745	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	Ruminiclostridium	NA
ASV746	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV747	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA
ASV748	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV749	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV750	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA	NA
ASV751	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	Ruminiclostridium	NA
ASV752	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV753	Bacteria	NA	NA	NA	NA	NA	NA
ASV754	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV755	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV756	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV757	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	NA
ASV758	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV759	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV760	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV761	Bacteria	NA	NA	NA	NA	NA	NA
ASV762	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV763	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV764	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV765	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	NA	NA
ASV766	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV767	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV768	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV769	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA
ASV770	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV771	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV772	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV773	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV774	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV775	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV776	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	Ruminiclostridium	NA
ASV777	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV778	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12	NA
ASV779	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV780	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV781	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA
ASV782	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV783	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV784	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerosinus	NA
ASV785	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV786	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV787	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	Ruminiclostridium	NA
ASV788	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV789	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV790	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV791	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	NA
ASV792	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV793	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV794	Bacteria	NA	NA	NA	NA	NA	NA
ASV795	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	Ruminiclostridium	NA
ASV796	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV797	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV798	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV799	Bacteria	Firmicutes	Clostridia	NA	Gracilibacteraceae	Gracilibacter	NA
ASV800	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV801	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	NA
ASV802	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV803	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV804	NA	NA	NA	NA	NA	NA	NA
ASV805	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV806	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV807	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV808	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV809	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	NA	NA	NA
ASV810	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV811	NA	NA	NA	NA	NA	NA	NA
ASV812	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV813	NA	NA	NA	NA	NA	NA	NA
ASV814	NA	NA	NA	NA	NA	NA	NA
ASV815	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV816	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV817	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV818	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV819	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	NA	NA
ASV820	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV821	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV822	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV823	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV824	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV825	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV826	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV827	Bacteria	Firmicutes	Clostridia	NA	Gracilibacteraceae	Gracilibacter	NA
ASV828	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV829	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV830	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV831	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV832	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV833	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV834	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	Ruminiclostridium	NA
ASV835	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV836	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV837	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV838	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV839	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV840	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV841	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV842	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV843	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group	NA
ASV844	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV845	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV846	Bacteria	NA	NA	NA	NA	NA	NA
ASV847	Bacteria	NA	NA	NA	NA	NA	NA
ASV848	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV849	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV850	Bacteria	NA	NA	NA	NA	NA	NA
ASV851	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV852	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV853	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
ASV854	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Microbacter	NA
ASV856	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV857	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 9	NA
ASV858	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV859	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV860	Bacteria	NA	NA	NA	NA	NA	NA
ASV861	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV862	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV863	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV864	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium	NA
ASV865	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV866	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV867	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV868	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV869	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	NA	NA
ASV870	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA
ASV871	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
ASV872	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV873	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV874	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	NA
ASV875	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	NA
ASV876	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	NA	NA
ASV877	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV878	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV879	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV880	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV881	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV882	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV883	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV884	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV885	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV886	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV887	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV888	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
ASV889	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV890	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora	NA
ASV891	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	NA
ASV892	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV893	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV894	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV895	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV896	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Microbacter	NA
ASV897	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV898	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	NA	NA
ASV899	Bacteria	NA	NA	NA	NA	NA	NA
ASV900	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA
ASV901	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV902	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV903	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV904	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV905	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	NA
ASV906	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV907	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV908	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV909	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV910	NA	NA	NA	NA	NA	NA	NA
ASV911	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV912	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	Ruminiclostridium	NA
ASV913	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV914	Bacteria	NA	NA	NA	NA	NA	NA
ASV915	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora	NA
ASV916	NA	NA	NA	NA	NA	NA	NA
ASV917	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV918	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV919	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV920	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV921	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerosinus	NA
ASV922	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora	NA
ASV923	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV924	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV925	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV926	Bacteria	NA	NA	NA	NA	NA	NA
ASV927	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV928	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	NA	NA
ASV929	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Microbacter	NA
ASV930	Bacteria	NA	NA	NA	NA	NA	NA
ASV931	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
ASV932	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV933	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
